sep=,
algoritme,score,housecount
Random,20413980.0,40
algoritme,score,housecount
Random,21807510.0,40
algoritme,score,housecount
Random,20426010.0,40
algoritme,score,housecount
Random,21032820.0,40
algoritme,score,housecount
Random,19749210.0,40
algoritme,score,housecount
Random,20015520.0,40
algoritme,score,housecount
Random,22813770.0,40
algoritme,score,housecount
Random,23026530.0,40
algoritme,score,housecount
Random,21941130.0,40
algoritme,score,housecount
Random,19829700.0,40
algoritme,score,housecount
Random,19537710.0,40
algoritme,score,housecount
Random,21260570.0,40
algoritme,score,housecount
Random,20938800.0,40
algoritme,score,housecount
Random,23398140.0,40
algoritme,score,housecount
Random,20272530.0,40
algoritme,score,housecount
Random,23859150.0,40
algoritme,score,housecount
Random,24585540.0,40
algoritme,score,housecount
Random,19880220.0,40
algoritme,score,housecount
Random,23316690.0,40
algoritme,score,housecount
Random,21489120.0,40
algoritme,score,housecount
Random,21587880.0,40
algoritme,score,housecount
Random,23575590.0,40
algoritme,score,housecount
Random,20986080.0,40
algoritme,score,housecount
Random,24914880.0,40
algoritme,score,housecount
Random,22564860.0,40
algoritme,score,housecount
Random,21629010.0,40
algoritme,score,housecount
Random,22759920.0,40
algoritme,score,housecount
Random,20538240.0,40
algoritme,score,housecount
Random,20530830.0,40
algoritme,score,housecount
Random,21070140.0,40
algoritme,score,housecount
Random,20617710.0,40
algoritme,score,housecount
Random,23838960.0,40
algoritme,score,housecount
Random,23350110.0,40
algoritme,score,housecount
Random,21034560.0,40
algoritme,score,housecount
Random,21855420.0,40
algoritme,score,housecount
Random,20053860.0,40
algoritme,score,housecount
Random,22283550.0,40
algoritme,score,housecount
Random,19612740.0,40
algoritme,score,housecount
Random,20724240.0,40
algoritme,score,housecount
Random,21192530.0,40
algoritme,score,housecount
Random,21406590.0,40
algoritme,score,housecount
Random,20561880.0,40
algoritme,score,housecount
Random,20702490.0,40
algoritme,score,housecount
Random,20977170.0,40
algoritme,score,housecount
Random,21740910.0,40
algoritme,score,housecount
Random,21509040.0,40
algoritme,score,housecount
Random,21761490.0,40
algoritme,score,housecount
Random,22185660.0,40
algoritme,score,housecount
Random,21834750.0,40
algoritme,score,housecount
Random,21804360.0,40
algoritme,score,housecount
Random,19983050.0,40
algoritme,score,housecount
Random,22450710.0,40
algoritme,score,housecount
Random,19956660.0,40
algoritme,score,housecount
Random,22942680.0,40
algoritme,score,housecount
Random,20375580.0,40
algoritme,score,housecount
Random,21137520.0,40
algoritme,score,housecount
Random,24048030.0,40
algoritme,score,housecount
Random,22578060.0,40
algoritme,score,housecount
Random,20389440.0,40
algoritme,score,housecount
Random,22265370.0,40
algoritme,score,housecount
Random,22935960.0,40
algoritme,score,housecount
Random,21272040.0,40
algoritme,score,housecount
Random,20126340.0,40
algoritme,score,housecount
Random,19603590.0,40
algoritme,score,housecount
Random,18968430.0,40
algoritme,score,housecount
Random,21700530.0,40
algoritme,score,housecount
Random,19673580.0,40
algoritme,score,housecount
Random,23342700.0,40
algoritme,score,housecount
Random,20584140.0,40
algoritme,score,housecount
Random,23787810.0,40
algoritme,score,housecount
Random,22217100.0,40
algoritme,score,housecount
Random,20772330.0,40
algoritme,score,housecount
Random,20249640.0,40
algoritme,score,housecount
Random,22242030.0,40
algoritme,score,housecount
Random,22270380.0,40
algoritme,score,housecount
Random,20757210.0,40
algoritme,score,housecount
Random,20776020.0,40
algoritme,score,housecount
Random,21374460.0,40
algoritme,score,housecount
Random,22046430.0,40
algoritme,score,housecount
Random,24666900.0,40
algoritme,score,housecount
Random,21499680.0,40
algoritme,score,housecount
Random,23182620.0,40
algoritme,score,housecount
Random,21568440.0,40
algoritme,score,housecount
Random,22145010.0,40
algoritme,score,housecount
Random,24375810.0,40
algoritme,score,housecount
Random,21689430.0,40
algoritme,score,housecount
Random,21789090.0,40
algoritme,score,housecount
Random,21251640.0,40
algoritme,score,housecount
Random,21888300.0,40
algoritme,score,housecount
Random,21361230.0,40
algoritme,score,housecount
Random,20640540.0,40
algoritme,score,housecount
Random,22130220.0,40
algoritme,score,housecount
Random,20671380.0,40
algoritme,score,housecount
Random,21301890.0,40
algoritme,score,housecount
Random,20615580.0,40
algoritme,score,housecount
Random,21009180.0,40
algoritme,score,housecount
Random,21510840.0,40
algoritme,score,housecount
Random,22387110.0,40
algoritme,score,housecount
Random,20868150.0,40
algoritme,score,housecount
Random,21852450.0,40
