algoritme,score,housecount,climb,swaps,change
HillClimber,8315640.0,20,1,1,1
algoritme,score,housecount,climb,swaps,change
HillClimber,8358390.0,20,2,2,2
algoritme,score,housecount,climb,swaps,change
HillClimber,8375490.0,20,4,3,2
algoritme,score,housecount,climb,swaps,change
HillClimber,8413965.0,20,6,4,2
algoritme,score,housecount,climb,swaps,change
HillClimber,8521080.0,20,13,5,1
algoritme,score,housecount,climb,swaps,change
HillClimber,9041775.0,20,16,6,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9058875.0,20,19,7,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9074835.0,20,20,8,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9081450.0,20,27,9,1
algoritme,score,housecount,climb,swaps,change
HillClimber,9148365.0,20,43,10,1
algoritme,score,housecount,climb,swaps,change
HillClimber,9197385.0,20,48,11,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9205935.0,20,54,12,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9261795.0,20,66,13,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9309675.0,20,68,14,2
algoritme,score,housecount,climb,swaps,change
HillClimber,9402555.0,20,73,15,1
algoritme,score,housecount,climb,swaps,change
HillClimber,9681195.0,20,84,16,1
algoritme,score,housecount,climb,swaps,change
HillClimber,9689175.0,20,86,17,1
algoritme,score,housecount,climb,swaps,change
HillClimber,9697725.0,20,98,18,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10072785.0,20,105,19,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10084470.0,20,107,20,1
algoritme,score,housecount,climb,swaps,change
HillClimber,10101570.0,20,110,21,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10158570.0,20,122,22,1
algoritme,score,housecount,climb,swaps,change
HillClimber,10192770.0,20,125,23,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10208730.0,20,138,24,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10234380.0,20,140,25,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10251480.0,20,148,26,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10379580.0,20,152,27,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10392405.0,20,153,28,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10405230.0,20,154,29,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10426605.0,20,178,30,3
algoritme,score,housecount,climb,swaps,change
HillClimber,10443705.0,20,181,31,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10452255.0,20,193,32,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10463370.0,20,197,33,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10467360.0,20,250,34,1
algoritme,score,housecount,climb,swaps,change
HillClimber,10497285.0,20,272,35,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10518660.0,20,292,36,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10591860.0,20,321,37,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10604685.0,20,331,38,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10644585.0,20,339,39,3
algoritme,score,housecount,climb,swaps,change
HillClimber,10653135.0,20,344,40,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10664250.0,20,345,41,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10668525.0,20,350,42,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10695315.0,20,388,43,1
algoritme,score,housecount,climb,swaps,change
HillClimber,10713615.0,20,395,44,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10825815.0,20,440,45,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10844115.0,20,454,46,1
algoritme,score,housecount,climb,swaps,change
HillClimber,10856775.0,20,465,47,1
algoritme,score,housecount,climb,swaps,change
HillClimber,10888695.0,20,472,48,2
algoritme,score,housecount,climb,swaps,change
HillClimber,10925295.0,20,476,49,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11401605.0,20,477,50,1
algoritme,score,housecount,climb,swaps,change
HillClimber,11425545.0,20,495,51,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11464485.0,20,512,52,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11490135.0,20,517,53,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11506095.0,20,533,54,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11509800.0,20,566,55,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11517780.0,20,655,56,3
algoritme,score,housecount,climb,swaps,change
HillClimber,11551980.0,20,710,57,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11556255.0,20,715,58,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11577630.0,20,717,59,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11583045.0,20,743,60,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11600145.0,20,753,61,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11617245.0,20,773,62,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11632065.0,20,774,63,1
algoritme,score,housecount,climb,swaps,change
HillClimber,11644890.0,20,858,64,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11646030.0,20,897,65,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11693910.0,20,899,66,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11701320.0,20,907,67,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11705025.0,20,919,68,2
algoritme,score,housecount,climb,swaps,change
HillClimber,11720985.0,20,923,69,2
algoritme,score,housecount,climb,swaps,change
