algoritme,score,housecount,water,iteratie,score,,
Random,23363670,60,"[[84, 288, 340, 198]]",346,23363670,,
Random,23363775,60,"[[90, 319, 99, 303], [122, 284, 266, 125]]",347,23363775,,
Random,23363790,60,"[[43, 319, 139, 79]]",348,23363790,,
Random,23363820,60,"[[89, 169, 221, 25], [281, 200, 337, 128]]",349,23363820,,
Random,23364180,60,"[[55, 289, 183, 109]]",350,23364180,,
Random,23364495,60,"[[34, 289, 154, 97]]",351,23364495,,
Random,23364735,60,"[[5, 280, 95, 24]]",352,23364735,,
Random,23365320,60,"[[9, 287, 117, 255], [300, 312, 322, 268], [138, 271, 242, 92]]",353,23365320,,
Random,23365425,60,"[[103, 277, 223, 85]]",354,23365425,,
Random,23366085,60,"[[172, 315, 317, 203], [301, 150, 351, 14]]",355,23366085,,
Random,23366415,60,"[[38, 304, 134, 64]]",356,23366415,,
Random,23366610,60,"[[200, 287, 290, 31]]",357,23366610,,
Random,23367135,60,"[[104, 156, 296, 36]]",358,23367135,,
Random,23367480,60,"[[221, 70, 261, 45], [37, 218, 227, 102]]",359,23367480,,
Random,23367885,60,"[[107, 254, 235, 74]]",360,23367885,,
Random,23367975,60,"[[7, 185, 187, 57]]",361,23367975,,
Random,23368050,60,"[[71, 201, 251, 73]]",362,23368050,,
Random,23368095,60,"[[90, 308, 330, 212]]",363,23368095,,
Random,23368110,60,"[[256, 12, 284, 2], [91, 36, 182, 13], [246, 300, 329, 51]]",364,23368110,,
Random,23368590,60,"[[95, 179, 287, 59]]",365,23368590,,
Random,23369040,60,"[[27, 154, 283, 64]]",366,23369040,,
Random,23369070,60,"[[186, 299, 346, 155]]",367,23369070,,
Random,23369115,60,"[[250, 94, 324, 25], [187, 228, 285, 197], [12, 220, 61, 80], [77, 176, 175, 94]]",368,23369115,,
Random,23369265,60,"[[30, 181, 75, 21], [64, 313, 208, 203]]",369,23369265,,
Random,23369430,60,"[[57, 221, 207, 168], [251, 283, 320, 93], [38, 97, 98, 64]]",370,23369430,,
Random,23369535,60,"[[146, 285, 222, 57], [85, 129, 136, 17]]",371,23369535,,
Random,23369715,60,"[[26, 300, 282, 210]]",372,23369715,,
Random,23370015,60,"[[139, 168, 331, 48]]",373,23370015,,
Random,23371380,60,"[[29, 220, 89, 69], [108, 167, 341, 107]]",374,23371380,,
Random,23371455,60,"[[196, 133, 264, 107], [118, 232, 324, 154], [234, 82, 284, 44], [137, 139, 196, 83]]",375,23371455,,
Random,23371560,60,"[[122, 231, 266, 71]]",376,23371560,,
Random,23371575,60,"[[124, 255, 220, 15]]",377,23371575,,
Random,23371590,60,"[[24, 314, 204, 186]]",378,23371590,,
Random,23371650,60,"[[205, 287, 325, 95]]",379,23371650,,
Random,23371785,60,"[[17, 272, 257, 176]]",380,23371785,,
Random,23372955,60,"[[210, 162, 326, 22], [260, 247, 345, 167]]",381,23372955,,
Random,23373270,60,"[[36, 83, 324, 3]]",382,23373270,,
Random,23373585,60,"[[188, 252, 332, 92]]",383,23373585,,
Random,23373600,60,"[[117, 238, 297, 110]]",384,23373600,,
Random,23373675,60,"[[28, 205, 156, 25]]",385,23373675,,
Random,23374365,60,"[[142, 165, 286, 5]]",386,23374365,,
Random,23374485,60,"[[23, 185, 167, 25]]",387,23374485,,
Random,23374965,60,"[[43, 268, 171, 88]]",388,23374965,,
Random,23374995,60,"[[68, 148, 248, 20]]",389,23374995,,
Random,23375190,60,"[[335, 152, 346, 116], [123, 242, 271, 89]]",390,23375190,,
Random,23376090,60,"[[85, 188, 277, 95], [50, 186, 77, 139], [9, 93, 54, 6]]",391,23376090,,
Random,23376420,60,"[[8, 167, 188, 39]]",392,23376420,,
Random,23376450,60,"[[60, 205, 88, 190], [196, 242, 349, 160], [80, 128, 199, 70], [299, 135, 360, 83]]",393,23376450,,
Random,23376465,60,"[[61, 307, 144, 87], [195, 88, 240, 2], [299, 91, 325, 56]]",394,23376465,,
Random,23377080,60,"[[24, 293, 280, 203]]",395,23377080,,
Random,23377110,60,"[[39, 248, 155, 64], [84, 61, 137, 29]]",396,23377110,,
Random,23377440,60,"[[90, 300, 330, 204]]",397,23377440,,
Random,23377455,60,"[[234, 309, 330, 69]]",398,23377455,,
Random,23377530,60,"[[86, 239, 278, 119]]",399,23377530,,
Random,23378775,60,"[[194, 291, 322, 111]]",400,23378775,,
Random,23378835,60,"[[48, 304, 336, 224]]",401,23378835,,
Random,23379165,60,"[[16, 238, 160, 78]]",402,23379165,,
Random,23379240,60,"[[240, 207, 258, 188], [54, 87, 333, 17], [8, 128, 41, 32]]",403,23379240,,
Random,23379285,60,"[[50, 282, 102, 91], [199, 305, 243, 276], [110, 231, 212, 115]]",404,23379285,,
Random,23379840,60,"[[97, 145, 277, 17]]",405,23379840,,
Random,23379870,60,"[[20, 293, 222, 184], [224, 236, 244, 220], [257, 181, 275, 142]]",406,23379870,,
Random,23380095,60,"[[230, 255, 326, 15]]",407,23380095,,
Random,23380335,60,"[[25, 166, 89, 21], [175, 174, 335, 88]]",408,23380335,,
Random,23380665,60,"[[143, 308, 323, 180]]",409,23380665,,
Random,23381235,60,"[[108, 185, 236, 5]]",410,23381235,,
Random,23381670,60,"[[73, 295, 201, 115]]",411,23381670,,
Random,23381730,60,"[[47, 185, 207, 41]]",412,23381730,,
Random,23382405,60,"[[191, 167, 335, 7]]",413,23382405,,
Random,23382810,60,"[[40, 305, 280, 209]]",414,23382810,,
Random,23383050,60,"[[236, 184, 343, 121], [181, 149, 212, 116], [64, 262, 292, 195]]",415,23383050,,
Random,23383185,60,"[[103, 298, 295, 178]]",416,23383185,,
Random,23383680,60,"[[204, 224, 280, 134], [107, 207, 170, 7], [281, 224, 331, 152]]",417,23383680,,
Random,23384085,60,"[[192, 191, 320, 11]]",418,23384085,,
Random,23384700,60,"[[69, 279, 229, 135]]",419,23384700,,
Random,23384760,60,"[[148, 243, 272, 188], [23, 221, 43, 208], [36, 116, 246, 40]]",420,23384760,,
Random,23385090,60,"[[28, 96, 316, 16]]",421,23385090,,
Random,23385150,60,"[[29, 316, 149, 124]]",422,23385150,,
Random,23385225,60,"[[158, 203, 278, 11]]",423,23385225,,
Random,23385465,60,"[[51, 131, 206, 23], [236, 271, 326, 201]]",424,23385465,,
Random,23385630,60,"[[156, 133, 336, 5]]",425,23385630,,
Random,23385885,60,"[[132, 156, 324, 36]]",426,23385885,,
Random,23385975,60,"[[27, 201, 119, 50], [193, 316, 253, 250], [227, 174, 307, 150], [284, 283, 360, 240]]",427,23385975,,
Random,23386035,60,"[[207, 119, 343, 68], [4, 235, 45, 215], [25, 150, 125, 1], [224, 32, 248, 16]]",428,23386035,,
Random,23386050,60,"[[17, 253, 53, 120], [179, 253, 257, 19]]",429,23386050,,
Random,23386155,60,"[[198, 216, 345, 63], [140, 284, 165, 263], [295, 46, 299, 40]]",430,23386155,,
Random,23386635,60,"[[21, 250, 121, 96], [284, 218, 328, 104], [144, 172, 176, 90]]",431,23386635,,
Random,23386845,60,"[[45, 297, 125, 9]]",432,23386845,,
Random,23387385,60,"[[85, 312, 243, 244], [71, 242, 187, 136]]",433,23387385,,
Random,23387385,60,"[[112, 60, 181, 27], [17, 285, 107, 131], [193, 266, 232, 134], [158, 239, 185, 174]]",434,23387385,,
Random,23387430,60,"[[74, 153, 215, 26], [233, 36, 354, 3], [78, 261, 97, 201]]",435,23387430,,
Random,23387460,60,"[[218, 242, 346, 62]]",436,23387460,,
Random,23387760,60,"[[184, 290, 274, 34]]",437,23387760,,
Random,23388405,60,"[[35, 296, 110, 72], [189, 117, 293, 57]]",438,23388405,,
Random,23388675,60,"[[34, 308, 322, 228]]",439,23388675,,
Random,23389395,60,"[[143, 238, 323, 110]]",440,23389395,,
Random,23389530,60,"[[292, 161, 348, 41], [280, 227, 323, 198], [181, 71, 224, 20], [1, 309, 81, 148]]",441,23389530,,
Random,23390580,60,"[[171, 319, 252, 82], [326, 140, 354, 91], [340, 298, 354, 286], [0, 245, 47, 196]]",442,23390580,,
Random,23390880,60,"[[262, 258, 350, 178], [98, 173, 298, 93]]",443,23390880,,
Random,23391000,60,"[[193, 71, 329, 8], [9, 159, 117, 25]]",444,23391000,,
Random,23391720,60,"[[79, 292, 259, 164]]",445,23391720,,
Random,23392170,60,"[[27, 261, 283, 171]]",446,23392170,,
Random,23392695,60,"[[66, 219, 258, 99]]",447,23392695,,
Random,23392845,60,"[[26, 312, 191, 232], [27, 154, 150, 74]]",448,23392845,,
Random,23392920,60,"[[23, 241, 279, 151]]",449,23392920,,
Random,23393085,60,"[[94, 192, 274, 64]]",450,23393085,,
Random,23393295,60,"[[240, 193, 360, 1]]",451,23393295,,
Random,23393415,60,"[[196, 160, 340, 0]]",452,23393415,,
Random,23393700,60,"[[150, 304, 246, 64]]",453,23393700,,
Random,23394465,60,"[[109, 209, 237, 29]]",454,23394465,,
Random,23394990,60,"[[38, 287, 278, 191]]",455,23394990,,
Random,23395185,60,"[[87, 207, 207, 15]]",456,23395185,,
Random,23395530,60,"[[150, 137, 240, 11], [214, 300, 304, 170]]",457,23395530,,
Random,23395665,60,"[[232, 275, 318, 85], [225, 75, 325, 8]]",458,23395665,,
Random,23396895,60,"[[28, 20, 59, 1], [13, 218, 156, 61]]",459,23396895,,
Random,23396985,60,"[[147, 203, 267, 11]]",460,23396985,,
Random,23398080,60,"[[30, 300, 270, 204]]",461,23398080,,
Random,23398425,60,"[[109, 257, 313, 147], [327, 204, 351, 179]]",462,23398425,,
Random,23398620,60,"[[46, 175, 76, 141], [298, 136, 347, 76], [66, 293, 186, 180], [20, 131, 140, 85]]",463,23398620,,
Random,23398680,60,"[[10, 316, 202, 196]]",464,23398680,,
Random,23398995,60,"[[246, 282, 342, 42]]",465,23398995,,
Random,23399340,60,"[[139, 145, 331, 25]]",466,23399340,,
Random,23399670,60,"[[113, 297, 305, 177]]",467,23399670,,
Random,23400915,60,"[[97, 296, 185, 151], [206, 134, 330, 75], [248, 297, 286, 219]]",468,23400915,,
Random,23401470,60,"[[69, 243, 213, 83]]",469,23401470,,
Random,23401935,60,"[[4, 291, 164, 147]]",470,23401935,,
Random,23402205,60,"[[53, 192, 141, 150], [172, 270, 276, 84]]",471,23402205,,
Random,23402505,60,"[[249, 212, 290, 168], [173, 103, 264, 7], [134, 239, 234, 114]]",472,23402505,,
Random,23402520,60,"[[62, 170, 222, 26]]",473,23402520,,
Random,23402775,60,"[[85, 240, 325, 144]]",474,23402775,,
Random,23403285,60,"[[104, 316, 200, 76]]",475,23403285,,
Random,23403330,60,"[[150, 236, 278, 56]]",476,23403330,,
Random,23403510,60,"[[11, 319, 171, 175]]",477,23403510,,
Random,23403525,60,"[[59, 165, 89, 49], [156, 289, 211, 205], [132, 152, 312, 69]]",478,23403525,,
Random,23403675,60,"[[196, 291, 338, 176], [199, 172, 309, 111]]",479,23403675,,
Random,23403780,60,"[[31, 185, 159, 5]]",480,23403780,,
Random,23403885,60,"[[151, 216, 213, 6], [31, 293, 198, 233]]",481,23403885,,
Random,23404140,60,"[[186, 160, 266, 124], [27, 295, 307, 223]]",482,23404140,,
Random,23404155,60,"[[270, 271, 338, 99], [166, 115, 248, 35], [166, 315, 212, 211]]",483,23404155,,
Random,23404170,60,"[[202, 301, 298, 61]]",484,23404170,,
Random,23404380,60,"[[130, 141, 322, 21]]",485,23404380,,
Random,23404395,60,"[[71, 287, 327, 197]]",486,23404395,,
Random,23404470,60,"[[156, 245, 348, 125]]",487,23404470,,
Random,23404890,60,"[[206, 283, 320, 188], [14, 202, 125, 92]]",488,23404890,,
Random,23405010,60,"[[167, 313, 295, 133]]",489,23405010,,
Random,23405265,60,"[[317, 65, 322, 55], [76, 317, 160, 201], [39, 166, 218, 92]]",490,23405265,,
Random,23405310,60,"[[137, 256, 227, 0]]",491,23405310,,
Random,23405790,60,"[[87, 293, 183, 53]]",492,23405790,,
Random,23406240,60,"[[45, 309, 285, 213]]",493,23406240,,
Random,23406285,60,"[[47, 318, 335, 238]]",494,23406285,,
Random,23406720,60,"[[21, 101, 309, 21]]",495,23406720,,
Random,23407425,60,"[[47, 320, 207, 176]]",496,23407425,,
Random,23407470,60,"[[208, 290, 336, 110]]",497,23407470,,
Random,23407995,60,"[[302, 99, 324, 25], [197, 224, 251, 46], [15, 188, 59, 42], [145, 128, 187, 0]]",498,23407995,,
Random,23408175,60,"[[235, 260, 325, 4]]",499,23408175,,
Random,23408415,60,"[[232, 276, 322, 20]]",500,23408415,,
Random,23408910,60,"[[274, 312, 358, 280], [89, 193, 281, 98], [129, 87, 170, 57], [91, 44, 140, 26]]",501,23408910,,
Random,23409735,60,"[[202, 256, 322, 64]]",502,23409735,,
Random,23411550,60,"[[139, 233, 259, 41]]",503,23411550,,
Random,23411670,60,"[[14, 310, 110, 70]]",504,23411670,,
Random,23411760,60,"[[32, 232, 207, 112], [119, 63, 170, 23]]",505,23411760,,
Random,23411775,60,"[[10, 280, 100, 24]]",506,23411775,,
Random,23411775,60,"[[38, 175, 278, 86], [3, 292, 27, 222]]",507,23411775,,
Random,23411775,60,"[[223, 199, 343, 7]]",508,23411775,,
Random,23411820,60,"[[7, 234, 29, 222], [1, 213, 77, 87], [228, 312, 360, 212]]",509,23411820,,
Random,23411835,60,"[[128, 281, 272, 121]]",510,23411835,,
Random,23412135,60,"[[84, 128, 264, 0]]",511,23412135,,
Random,23412270,60,"[[144, 276, 240, 36]]",512,23412270,,
Random,23412570,60,"[[258, 231, 330, 181], [22, 206, 238, 116]]",513,23412570,,
Random,23412645,60,"[[105, 139, 285, 11]]",514,23412645,,
Random,23412690,60,"[[235, 289, 325, 33]]",515,23412690,,
Random,23412765,60,"[[84, 191, 324, 95]]",516,23412765,,
Random,23412975,60,"[[198, 270, 222, 235], [125, 219, 236, 19]]",517,23412975,,
Random,23413035,60,"[[5, 286, 133, 106]]",518,23413035,,
Random,23413170,60,"[[124, 298, 300, 214], [157, 175, 253, 89]]",519,23413170,,
Random,23413380,60,"[[157, 208, 277, 16]]",520,23413380,,
Random,23413620,60,"[[208, 226, 352, 66]]",521,23413620,,
Random,23413980,60,"[[231, 209, 341, 115], [25, 156, 55, 116], [103, 302, 218, 202]]",522,23413980,,
Random,23413980,60,"[[228, 314, 308, 26]]",523,23413980,,
Random,23414160,60,"[[81, 259, 126, 163], [82, 135, 242, 18]]",524,23414160,,
Random,23414460,60,"[[58, 102, 346, 22]]",525,23414460,,
Random,23414505,60,"[[139, 304, 179, 233], [71, 233, 163, 58], [249, 253, 290, 153]]",526,23414505,,
Random,23416605,60,"[[40, 226, 184, 66]]",527,23416605,,
Random,23417070,60,"[[46, 131, 334, 51]]",528,23417070,,
Random,23417145,60,"[[32, 279, 212, 151]]",529,23417145,,
Random,23417310,60,"[[49, 183, 209, 39]]",530,23417310,,
Random,23417490,60,"[[167, 315, 327, 236], [138, 213, 242, 113]]",531,23417490,,
Random,23417565,60,"[[163, 287, 232, 158], [280, 174, 359, 97], [246, 303, 352, 227]]",532,23417565,,
Random,23417730,60,"[[204, 306, 332, 126]]",533,23417730,,
Random,23417745,60,"[[24, 256, 170, 198], [64, 177, 124, 156], [218, 133, 322, 5]]",534,23417745,,
Random,23418690,60,"[[63, 304, 223, 160]]",535,23418690,,
Random,23419125,60,"[[136, 320, 310, 232], [29, 71, 137, 16], [265, 202, 289, 185], [10, 154, 79, 134]]",536,23419125,,
Random,23419140,60,"[[194, 235, 322, 55]]",537,23419140,,
Random,23419365,60,"[[22, 264, 150, 84]]",538,23419365,,
Random,23419965,60,"[[167, 254, 359, 134]]",539,23419965,,
Random,23419980,60,"[[25, 125, 313, 45]]",540,23419980,,
Random,23420280,60,"[[222, 317, 342, 125]]",541,23420280,,
Random,23420445,60,"[[278, 51, 298, 33], [71, 243, 191, 54]]",542,23420445,,
Random,23420535,60,"[[168, 192, 348, 64]]",543,23420535,,
Random,23420565,60,"[[244, 314, 323, 264], [241, 263, 339, 238], [13, 295, 143, 167]]",544,23420565,,
Random,23421165,60,"[[8, 261, 152, 101]]",545,23421165,,
Random,23421180,60,"[[113, 224, 157, 195], [196, 88, 331, 20], [200, 194, 343, 106]]",546,23421180,,
Random,23421195,60,"[[218, 151, 322, 106], [3, 279, 60, 239], [339, 320, 357, 280], [99, 287, 259, 191]]",547,23421195,,
Random,23421345,60,"[[42, 271, 146, 97], [161, 151, 192, 55], [151, 219, 192, 171]]",548,23421345,,
Random,23421660,60,"[[8, 213, 200, 93]]",549,23421660,,
Random,23421840,60,"[[66, 166, 258, 46]]",550,23421840,,
Random,23422140,60,"[[56, 302, 312, 212]]",551,23422140,,
Random,23422185,60,"[[185, 296, 345, 152]]",552,23422185,,
Random,23422185,60,"[[212, 258, 352, 139], [200, 133, 345, 89]]",553,23422185,,
Random,23422785,60,"[[205, 229, 325, 37]]",554,23422785,,
Random,23422890,60,"[[205, 299, 241, 259], [18, 247, 118, 31]]",555,23422890,,
Random,23423190,60,"[[44, 231, 272, 133], [243, 129, 272, 105]]",556,23423190,,
Random,23424345,60,"[[107, 125, 331, 25], [105, 294, 121, 254]]",557,23424345,,
Random,23424420,60,"[[235, 258, 355, 66]]",558,23424420,,
Random,23424660,60,"[[183, 283, 343, 139]]",559,23424660,,
Random,23424885,60,"[[168, 171, 328, 27]]",560,23424885,,
Random,23424915,60,"[[118, 78, 248, 5], [112, 223, 140, 211], [272, 243, 350, 182], [21, 270, 77, 119]]",561,23424915,,
Random,23424990,60,"[[14, 252, 110, 12]]",562,23424990,,
Random,23425080,60,"[[125, 173, 244, 7], [138, 311, 169, 205]]",563,23425080,,
Random,23425080,60,"[[199, 301, 325, 240], [92, 206, 218, 92], [262, 180, 295, 150]]",564,23425080,,
Random,23425200,60,"[[16, 185, 124, 122], [177, 124, 309, 1]]",565,23425200,,
Random,23425305,60,"[[58, 102, 161, 2], [199, 309, 329, 211]]",566,23425305,,
Random,23425665,60,"[[233, 287, 323, 72], [123, 157, 164, 67]]",567,23425665,,
Random,23425695,60,"[[216, 166, 288, 119], [160, 275, 349, 171]]",568,23425695,,
Random,23425725,60,"[[190, 77, 211, 33], [60, 179, 152, 6], [263, 228, 301, 154], [16, 260, 93, 216]]",569,23425725,,
Random,23426115,60,"[[106, 285, 226, 93]]",570,23426115,,
Random,23426505,60,"[[288, 145, 324, 125], [155, 272, 335, 148]]",571,23426505,,
Random,23426520,60,"[[21, 155, 213, 35]]",572,23426520,,
Random,23426730,60,"[[82, 320, 250, 245], [147, 234, 234, 114]]",573,23426730,,
Random,23427120,60,"[[150, 163, 330, 35]]",574,23427120,,
Random,23427165,60,"[[157, 260, 229, 59], [47, 118, 91, 36], [19, 120, 35, 71], [276, 154, 324, 67]]",575,23427165,,
Random,23427225,60,"[[223, 286, 343, 94]]",576,23427225,,
Random,23427330,60,"[[158, 273, 254, 33]]",577,23427330,,
Random,23427495,60,"[[34, 200, 322, 120]]",578,23427495,,
Random,23427690,60,"[[293, 99, 302, 95], [1, 160, 163, 18]]",579,23427690,,
Random,23428155,60,"[[16, 299, 114, 139], [57, 103, 149, 23]]",580,23428155,,
Random,23428215,60,"[[162, 299, 342, 171]]",581,23428215,,
Random,23428410,60,"[[142, 233, 311, 105], [155, 63, 219, 41]]",582,23428410,,
Random,23428425,60,"[[41, 306, 121, 18]]",583,23428425,,
Random,23428545,60,"[[38, 77, 224, 5], [247, 228, 331, 126], [67, 142, 94, 102]]",584,23428545,,
Random,23428620,60,"[[10, 292, 100, 180], [22, 110, 142, 2]]",585,23428620,,
Random,23429070,60,"[[47, 141, 335, 61]]",586,23429070,,
Random,23429340,60,"[[197, 82, 240, 22], [187, 316, 329, 196], [280, 168, 325, 92]]",587,23429340,,
Random,23429415,60,"[[150, 182, 193, 163], [240, 273, 258, 250], [10, 193, 123, 0]]",588,23429415,,
Random,23429535,60,"[[25, 284, 145, 92]]",589,23429535,,
Random,23429610,60,"[[19, 208, 199, 80]]",590,23429610,,
Random,23429775,60,"[[107, 302, 344, 206], [8, 276, 20, 252]]",591,23429775,,
Random,23430330,60,"[[126, 286, 151, 236], [172, 271, 286, 81], [157, 151, 170, 141]]",592,23430330,,
Random,23430510,60,"[[94, 259, 222, 79]]",593,23430510,,
Random,23431215,60,"[[68, 298, 169, 90], [224, 194, 254, 172], [272, 187, 300, 138]]",594,23431215,,
Random,23431260,60,"[[275, 136, 328, 66], [144, 211, 182, 133], [24, 284, 122, 117]]",595,23431260,,
Random,23431335,60,"[[48, 210, 82, 190], [30, 319, 245, 215]]",596,23431335,,
Random,23431680,60,"[[148, 296, 244, 56]]",597,23431680,,
Random,23432115,60,"[[44, 237, 300, 147]]",598,23432115,,
Random,23432325,60,"[[156, 213, 304, 140], [8, 249, 88, 109], [139, 64, 167, 27]]",599,23432325,,
Random,23432340,60,"[[242, 307, 327, 38], [69, 224, 94, 217]]",600,23432340,,
Random,23432400,60,"[[106, 134, 346, 38]]",601,23432400,,
Random,23432535,60,"[[49, 179, 337, 99]]",602,23432535,,
Random,23432700,60,"[[167, 266, 257, 10]]",603,23432700,,
Random,23432880,60,"[[276, 292, 321, 172], [35, 236, 245, 152]]",604,23432880,,
Random,23433015,60,"[[98, 175, 221, 9], [18, 275, 56, 206]]",605,23433015,,
Random,23433330,60,"[[25, 301, 94, 204], [23, 116, 45, 32], [158, 303, 337, 222]]",606,23433330,,
Random,23433435,60,"[[95, 230, 255, 86]]",607,23433435,,
Random,23433495,60,"[[5, 259, 85, 59], [94, 238, 204, 174]]",608,23433495,,
Random,23434065,60,"[[169, 159, 348, 75], [110, 293, 202, 206]]",609,23434065,,
Random,23434095,60,"[[76, 316, 236, 172]]",610,23434095,,
Random,23434095,60,"[[38, 293, 127, 197], [75, 196, 165, 104], [12, 59, 123, 3]]",611,23434095,,
Random,23434200,60,"[[278, 119, 296, 109], [134, 86, 163, 6], [10, 234, 270, 155]]",612,23434200,,
Random,23434245,60,"[[89, 157, 281, 37]]",613,23434245,,
Random,23434335,60,"[[12, 177, 192, 49]]",614,23434335,,
Random,23434335,60,"[[32, 186, 152, 133], [146, 302, 248, 187], [39, 104, 129, 49]]",615,23434335,,
Random,23434350,60,"[[20, 233, 80, 14], [91, 145, 190, 45]]",616,23434350,,
Random,23435070,60,"[[135, 67, 314, 2], [9, 288, 74, 134], [205, 129, 250, 98]]",617,23435070,,
Random,23435100,60,"[[139, 112, 175, 94], [115, 268, 258, 124], [311, 212, 341, 152]]",618,23435100,,
Random,23435370,60,"[[188, 297, 332, 137]]",619,23435370,,
Random,23435505,60,"[[63, 205, 177, 18], [3, 153, 44, 111]]",620,23435505,,
Random,23435655,60,"[[58, 319, 202, 159]]",621,23435655,,
Random,23436195,60,"[[238, 309, 334, 69]]",622,23436195,,
Random,23436855,60,"[[58, 219, 178, 27]]",623,23436855,,
Random,23437020,60,"[[53, 236, 248, 129], [192, 121, 255, 96], [325, 81, 345, 51]]",624,23437020,,
Random,23437140,60,"[[212, 309, 284, 154], [14, 319, 134, 220]]",625,23437140,,
Random,23437245,60,"[[65, 72, 176, 11], [264, 219, 351, 32]]",626,23437245,,
Random,23438190,60,"[[147, 111, 278, 51], [102, 310, 217, 178]]",627,23438190,,
Random,23438655,60,"[[244, 271, 334, 57], [140, 307, 162, 261], [47, 68, 100, 20], [75, 190, 103, 182]]",628,23438655,,
Random,23439030,60,"[[121, 172, 234, 57], [131, 309, 300, 254], [10, 95, 40, 70]]",629,23439030,,
Random,23439090,60,"[[143, 278, 303, 134]]",630,23439090,,
Random,23439120,60,"[[60, 192, 204, 32]]",631,23439120,,
Random,23440050,60,"[[129, 303, 321, 183]]",632,23440050,,
Random,23440170,60,"[[229, 299, 319, 43]]",633,23440170,,
Random,23440290,60,"[[111, 138, 344, 58], [135, 171, 163, 145], [60, 310, 162, 274]]",634,23440290,,
