algoritme,score,housecount,climb,swaps,change
HillClimber,16868355.0,40,7,1,1
algoritme,score,housecount,climb,swaps,change
HillClimber,16943025.0,40,8,2,1
algoritme,score,housecount,climb,swaps,change
HillClimber,16947300.0,40,10,3,2
algoritme,score,housecount,climb,swaps,change
HillClimber,16963260.0,40,14,4,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17015010.0,40,15,5,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17022990.0,40,17,6,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17045565.0,40,32,7,3
algoritme,score,housecount,climb,swaps,change
HillClimber,17120235.0,40,35,8,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17158710.0,40,36,9,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17182080.0,40,47,10,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17214000.0,40,63,11,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17221980.0,40,69,12,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17226255.0,40,71,13,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17250030.0,40,77,14,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17257215.0,40,88,15,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17432490.0,40,93,16,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17446515.0,40,95,17,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17561595.0,40,96,18,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17631420.0,40,99,19,3
algoritme,score,housecount,climb,swaps,change
HillClimber,17643045.0,40,101,20,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17647320.0,40,103,21,3
algoritme,score,housecount,climb,swaps,change
HillClimber,17651595.0,40,121,22,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17759520.0,40,125,23,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17766360.0,40,143,24,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17782320.0,40,148,25,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17822220.0,40,158,26,3
algoritme,score,housecount,climb,swaps,change
HillClimber,17845200.0,40,179,27,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17886525.0,40,180,28,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17890800.0,40,185,29,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17895075.0,40,194,30,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17911035.0,40,201,31,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17924145.0,40,206,32,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17928420.0,40,214,33,3
algoritme,score,housecount,climb,swaps,change
HillClimber,17945520.0,40,287,34,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17958345.0,40,298,35,2
algoritme,score,housecount,climb,swaps,change
HillClimber,17973735.0,40,309,36,1
algoritme,score,housecount,climb,swaps,change
HillClimber,17989695.0,40,318,37,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18026295.0,40,327,38,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18082395.0,40,328,39,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18131415.0,40,329,40,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18156555.0,40,330,41,1
algoritme,score,housecount,climb,swaps,change
HillClimber,18174855.0,40,332,42,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18188880.0,40,344,43,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18193155.0,40,346,44,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18225075.0,40,367,45,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18252735.0,40,378,46,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18257010.0,40,380,47,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18265560.0,40,394,48,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18313860.0,40,400,49,1
algoritme,score,housecount,climb,swaps,change
HillClimber,18318135.0,40,407,50,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18351480.0,40,420,51,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18385680.0,40,422,52,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18422280.0,40,427,53,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18426555.0,40,449,54,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18529425.0,40,453,55,1
algoritme,score,housecount,climb,swaps,change
HillClimber,18543450.0,40,454,56,1
algoritme,score,housecount,climb,swaps,change
HillClimber,18594075.0,40,467,57,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18602055.0,40,481,58,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18613170.0,40,488,59,1
algoritme,score,housecount,climb,swaps,change
HillClimber,18625995.0,40,502,60,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18634545.0,40,503,61,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18647370.0,40,504,62,2
algoritme,score,housecount,climb,swaps,change
HillClimber,18661395.0,40,507,63,3
algoritme,score,housecount,climb,swaps,change
HillClimber,18743955.0,40,512,64,1
algoritme,score,housecount,climb,swaps,change
HillClimber,18853755.0,40,528,65,1
